id,t0_call,quarter,CAR_call_0_1,CAR_call_-1_1,CAR_call_0_2
SLB,2025-01-21,2025Q1,0.0,0.0,0.0
CFG,2025-01-21,2025Q1,0.0,0.0,0.0
HBAN,2025-01-21,2025Q1,0.0,0.0,0.0
TFC,2025-01-21,2025Q1,0.0,0.0,0.0
JBHT,2025-01-17,2025Q1,0.0,0.0,0.0
BAC,2025-01-17,2025Q1,0.0,0.0,0.0
PNC,2025-01-17,2025Q1,0.0,0.0,0.0
USB,2025-01-17,2025Q1,0.0,0.0,0.0
UNH,2025-01-17,2025Q1,0.0,0.0,0.0
MS,2025-01-17,2025Q1,0.0,0.0,0.0
MTB,2025-01-17,2025Q1,0.0,0.0,0.0
BK,2025-01-16,2025Q1,0.0,0.0,0.0
C,2025-01-16,2025Q1,0.0,0.0,0.0
WFC,2025-01-16,2025Q1,0.0,0.0,0.0
GS,2025-01-16,2025Q1,0.0,0.0,0.0
JPM,2025-01-16,2025Q1,0.0,0.0,0.0
BLK,2025-01-16,2025Q1,0.0,0.0,0.0
STZ,2025-01-13,2025Q1,0.0,0.0,0.0
DAL,2025-01-13,2025Q1,0.0,0.0,0.0
CCL,2024-12-23,2024Q4,-0.0377684,-0.0377684,-0.0377684
FDX,2024-12-20,2024Q4,-0.0006527,0.0093156,-0.0006527
NKE,2024-12-20,2024Q4,-0.0021837,0.0004276000000000002,-0.0021837
FDS,2024-12-20,2024Q4,-0.0127897,0.022481599999999997,-0.0127897
LEN,2024-12-20,2024Q4,-0.004547399999999999,-0.09581079999999999,-0.004547399999999999
CTAS,2024-12-20,2024Q4,0.0225953,-0.08307439999999999,0.0225953
CAG,2024-12-20,2024Q4,0.0110813,-0.009368399999999997,0.0110813
PAYX,2024-12-20,2024Q4,0.0124443,0.0268076,0.0124443
KMX,2024-12-20,2024Q4,0.0003663,0.0348886,0.0003663
DRI,2024-12-20,2024Q4,0.0225143,0.1699566,0.0225143
ACN,2024-12-20,2024Q4,-0.015666700000000002,0.05496859999999999,-0.015666700000000002
LW,2024-12-20,2024Q4,-0.0066687000000000005,-0.155641696,-0.0066687000000000005
CAG,2024-12-19,2024Q4,-0.009368399999999997,-0.027346099999999998,-0.009368399999999997
MU,2024-12-19,2024Q4,-0.120739408,-0.155641696,-0.12200872299999999
GIS,2024-12-19,2024Q4,-0.004782400000000001,-0.0351061,-0.004782400000000001
JBL,2024-12-19,2024Q4,0.009752599999999997,0.08270190000000001,0.009752599999999997
GIS,2024-12-18,2024Q4,-0.0287484,-0.0236701,-0.0351061
AVGO,2024-12-13,2024Q4,0.1283357780000003,0.17216524700000002,0.140162946
COST,2024-12-13,2024Q4,0.0009753,-0.0052984,0.0009753
NDSN,2024-12-13,2024Q4,-0.0115617,-0.09340839999999997,-0.0115617
ADBE,2024-12-12,2024Q4,-0.120739408,-0.1505221,-0.12200872299999999
AZO,2024-12-11,2024Q4,-0.0020244,0.004973899999999999,0.006897900000000001
ORCL,2024-12-10,2024Q4,-0.06206540000000001,-0.06846310000000001,-0.0802601
HPE,2024-12-06,2024Q4,0.10619930000000001,0.10117060000000001,0.10619930000000001
COO,2024-12-06,2024Q4,-0.0439197,-0.0605634,-0.0439197
LULU,2024-12-06,2024Q4,0.1283357780000003,0.1663096,0.140162946
ULTA,2024-12-06,2024Q4,0.08981530000000001,0.07248360000000001,0.08981530000000001
BF.B,2024-12-06,2024Q4,,,
KR,2024-12-06,2024Q4,-0.0244147,-0.0110354,-0.0244147
DG,2024-12-06,2024Q4,0.0249633,0.0262476,0.0249633
SNPS,2024-12-05,2024Q4,-0.11980439999999999,-0.0886411,-0.11980439999999999
HRL,2024-12-05,2024Q4,0.015316600000000001,0.0205879,0.015316600000000001
CPB,2024-12-05,2024Q4,0.0009306000000000002,-0.061517100000000005,0.0009306000000000002
DLTR,2024-12-05,2024Q4,-0.0267214,-0.0081671,-0.0267214
CRM,2024-12-04,2024Q4,0.09226060000000001,0.09352390000000001,0.0939119
ADM,2024-12-04,2024Q4,-0.016525400000000003,-0.0368001,-0.0330121
HPQ,2024-11-27,2024Q4,-0.113517,-0.11865,-0.09135700000000001
ADSK,2024-11-27,2024Q4,-0.085885,-0.090406,-0.081606
CRWD,2024-11-27,2024Q4,-0.045831000000000004,-0.04417,-0.050548
DELL,2024-11-27,2024Q4,-0.120739408,-0.139271,-0.096688
WDAY,2024-11-27,2024Q4,-0.062103000000000005,-0.05280800000000001,-0.075616
ADI,2024-11-27,2024Q4,-0.008545,-0.02885,-0.004549000000000001
SJM,2024-11-27,2024Q4,-0.017366,0.039534,-0.019202
BBY,2024-11-27,2024Q4,-0.003466,-0.052419,0.017233000000000002
SJM,2024-11-26,2024Q4,0.039534,0.042315,0.039534
A,2024-11-26,2024Q4,0.027159,0.031973,0.027159
CPRT,2024-11-22,2024Q4,0.101878,0.128516,0.101878
NTAP,2024-11-22,2024Q4,-0.034315,-0.008217999999999996,-0.034315
INTU,2024-11-22,2024Q4,-0.056899,-0.013775000000000003,-0.056899
ROST,2024-11-22,2024Q4,0.021839,0.047899000000000004,0.021839
DE,2024-11-22,2024Q4,0.020766,0.10115099999999999,0.020766
NVDA,2024-11-21,2024Q4,-0.026957000000000002,-0.034581,-0.026957000000000002
PANW,2024-11-21,2024Q4,-0.023936,-0.011494999999999998,-0.023936
TJX,2024-11-21,2024Q4,0.014323,0.015823,0.014323
WSM,2024-11-21,2024Q4,-0.017647,0.17216524700000002,-0.017647
TGT,2024-11-21,2024Q4,0.026937,-0.155641696,0.026937
KEYS,2024-11-20,2024Q4,0.11759399999999999,0.122232,0.11665899999999998
J,2024-11-20,2024Q4,0.014401000000000004,-0.034314,0.028597000000000004
LOW,2024-11-20,2024Q4,0.022794,-0.023288000000000007,0.020703
MDT,2024-11-20,2024Q4,-0.0030540000000000003,-0.032674999999999996,0.014238
WMT,2024-11-20,2024Q4,0.020503,0.050423,0.043641
AMAT,2024-11-15,2024Q4,-0.091907,-0.074277,-0.091907
DIS,2024-11-15,2024Q4,0.054755,0.117129,0.054755
CSCO,2024-11-14,2024Q4,-0.029027999999999998,-0.021012999999999997,-0.029027999999999998
OXY,2024-11-14,2024Q4,-0.022413000000000002,-0.005898999999999996,-0.022413000000000002
SWKS,2024-11-13,2024Q4,-0.03441,-0.04505800000000001,-0.037964000000000005
MOS,2024-11-13,2024Q4,0.01779,-0.059591000000000005,0.020206000000000002
HD,2024-11-13,2024Q4,0.006821000000000001,-0.0059039999999999995,0.01302
TSN,2024-11-13,2024Q4,0.021509,0.08700999999999999,0.026488
LYV,2024-11-12,2024Q4,0.027024000000000003,0.033493999999999996,0.04417700000000001
EOG,2024-11-11,2024Q4,-0.007378,-0.007378,0.0017959999999999999
NRG,2024-11-11,2024Q4,-0.036528,-0.036528,-0.038460999999999995
BAX,2024-11-11,2024Q4,-0.02352,-0.02352,-0.058981000000000006
MTD,2024-11-11,2024Q4,-0.037048,-0.037048,-0.038869999999999995
PSKY,2024-11-11,2024Q4,,,
AXON,2024-11-08,2024Q4,0.1283357780000003,0.17216524700000002,0.140162946
XYZ,2024-11-08,2024Q4,,,
CPAY,2024-11-08,2024Q4,0.056261,0.049115,0.056261
MNST,2024-11-08,2024Q4,-0.010825,-0.005566,-0.010825
MSI,2024-11-08,2024Q4,0.073686,0.075366,0.073686
NWSA,2024-11-08,2024Q4,0.012301,0.019486999999999997,0.012301
TTD,2024-11-08,2024Q4,-0.055881,0.0059050000000000005,-0.055881
ABNB,2024-11-08,2024Q4,-0.08663,-0.040853,-0.08663
AKAM,2024-11-08,2024Q4,-0.120739408,-0.147039,-0.12200872299999999
ANET,2024-11-08,2024Q4,-0.07097,-0.052367000000000004,-0.07097
EXPE,2024-11-08,2024Q4,0.038029999999999994,0.051229,0.038029999999999994
FTNT,2024-11-08,2024Q4,0.099859,0.134538,0.099859
PODD,2024-11-08,2024Q4,0.09392199999999999,0.11759,0.09392199999999999
SOLV,2024-11-08,2024Q4,-0.035212,-0.022736,-0.035212
APA,2024-11-08,2024Q4,-0.007341,-0.120632,-0.007341
PCG,2024-11-08,2024Q4,0.011743,0.017107,0.011743
TDG,2024-11-08,2024Q4,0.016196,-0.022357,0.016196
AEE,2024-11-08,2024Q4,0.042011999999999994,0.028043999999999993,0.042011999999999994
ATO,2024-11-08,2024Q4,0.019398,0.037763000000000005,0.019398
DUK,2024-11-08,2024Q4,0.01931,-0.003198999999999997,0.01931
HST,2024-11-08,2024Q4,0.000511,0.0009989999999999999,0.000511
VST,2024-11-08,2024Q4,0.045412999999999995,0.12179799999999999,0.045412999999999995
WMB,2024-11-08,2024Q4,0.015648,0.017568,0.015648
CTVA,2024-11-08,2024Q4,-0.005331,-0.05561,-0.005331
EVRG,2024-11-08,2024Q4,0.017867,0.023696000000000002,0.017867
HAL,2024-11-08,2024Q4,-0.010874,-0.042089999999999995,-0.010874
RL,2024-11-08,2024Q4,0.003924,0.069516,0.003924
STE,2024-11-08,2024Q4,0.017078,-0.035821000000000006,0.017078
APD,2024-11-08,2024Q4,0.000498,0.020285,0.000498
MTCH,2024-11-08,2024Q4,-0.017724,-0.155641696,-0.017724
TAP,2024-11-08,2024Q4,0.09418099999999999,0.058783999999999996,0.09418099999999999
ROK,2024-11-08,2024Q4,-0.017909,-0.075494,-0.017909
TPL,2024-11-08,2024Q4,0.028974,0.033185,0.028974
HSY,2024-11-08,2024Q4,0.01627,-0.006249999999999999,0.01627
VTRS,2024-11-08,2024Q4,-0.016737,0.11842299999999997,-0.016737
ALB,2024-11-08,2024Q4,0.009061,0.043679,0.009061
BDX,2024-11-08,2024Q4,0.019901,-0.034112,0.019901
DDOG,2024-11-08,2024Q4,-0.041188,-0.030037,-0.041188
EPAM,2024-11-08,2024Q4,0.00223,0.151306,0.00223
KVUE,2024-11-08,2024Q4,0.030865,0.051686,0.030865
MRNA,2024-11-08,2024Q4,-0.068661,-0.09826,-0.068661
TPR,2024-11-08,2024Q4,0.012952,0.048857,0.012952
WBD,2024-11-08,2024Q4,-0.020322,0.097748,-0.020322
APP,2024-11-07,2024Q4,,,
FICO,2024-11-07,2024Q4,0.112545,0.15249600000000002,0.112545
PTC,2024-11-07,2024Q4,-0.02583,0.016248,-0.02583
TKO,2024-11-07,2024Q4,-6.599999999999662e-05,0.010828000000000004,-6.599999999999662e-05
QCOM,2024-11-07,2024Q4,-0.012141999999999998,0.030238999999999995,-0.012141999999999998
GILD,2024-11-07,2024Q4,0.053979,0.06998,0.053979
MCK,2024-11-07,2024Q4,0.114875,0.160329,0.114875
TTWO,2024-11-07,2024Q4,0.06812,0.083617,0.06812
SRE,2024-11-07,2024Q4,0.033482,0.10625899999999999,0.033482
DVN,2024-11-07,2024Q4,-0.028863,-0.011871,-0.028863
PNW,2024-11-07,2024Q4,0.019149,0.057952,0.019149
HWM,2024-11-07,2024Q4,-0.009235999999999994,0.114786,-0.009235999999999994
CRL,2024-11-07,2024Q4,0.005885000000000001,0.14084699999999997,0.005885000000000001
AEP,2024-11-07,2024Q4,0.011099,-0.030529,0.011099
IFF,2024-11-07,2024Q4,0.053111000000000005,-0.063529,0.053111000000000005
JKHY,2024-11-07,2024Q4,-0.003608,-0.031499,-0.003608
COR,2024-11-07,2024Q4,0.012209999999999999,0.060593999999999995,0.012209999999999999
IRM,2024-11-07,2024Q4,0.04542,-0.044669,0.04542
JCI,2024-11-07,2024Q4,0.038373,0.126378,0.038373
AIZ,2024-11-07,2024Q4,0.014565000000000002,0.08304800000000001,0.014565000000000002
CVS,2024-11-07,2024Q4,-0.100611,0.012395999999999994,-0.100611
TRMB,2024-11-07,2024Q4,7.399999999999941e-05,0.17216524700000002,7.399999999999941e-05
MCHP,2024-11-06,2024Q4,-0.010205999999999998,-0.0020129999999999974,-0.030024999999999996
SMCI,2024-11-06,2024Q4,-0.058399000000000006,0.005625999999999992,-0.09612100000000001
O,2024-11-06,2024Q4,-0.042179999999999995,-0.05023899999999999,-0.022181999999999997
AVB,2024-11-06,2024Q4,0.007061,0.042992999999999996,0.032055
MPC,2024-11-06,2024Q4,0.029632,0.061375,0.027964
TRGP,2024-11-06,2024Q4,0.057749,0.10608,0.081614
CMI,2024-11-06,2024Q4,0.0003880000000000003,0.08882499999999999,0.005248
HSIC,2024-11-06,2024Q4,0.006138999999999999,-0.040170000000000004,-0.014502000000000001
PGR,2024-11-06,2024Q4,0.029241999999999997,0.05639999999999999,0.05368099999999999
BLDR,2024-11-06,2024Q4,-0.009989,0.039522,-0.014721999999999999
FANG,2024-11-06,2024Q4,0.034076999999999996,0.010969999999999997,0.035628999999999994
ES,2024-11-06,2024Q4,-0.020456,-0.041566,-0.010964999999999999
AIG,2024-11-06,2024Q4,0.015677000000000003,0.003230000000000003,0.0024450000000000027
APO,2024-11-06,2024Q4,0.072585,0.143026,0.08617999999999999
BR,2024-11-06,2024Q4,0.01279,0.053966999999999994,0.030966
DD,2024-11-06,2024Q4,0.010797000000000005,0.057336,-0.017195999999999996
EMR,2024-11-06,2024Q4,0.08034,0.151786,0.080845
IT,2024-11-06,2024Q4,0.052419999999999994,0.06895899999999999,0.064673
NXPI,2024-11-06,2024Q4,0.050083,-0.0017589999999999967,0.040594000000000005
YUM,2024-11-06,2024Q4,0.01706,0.031692,0.018109
PLTR,2024-11-05,2024Q4,0.1283357780000003,0.17216524700000002,0.140162946
HOLX,2024-11-05,2024Q4,-0.037745,-0.020836999999999998,-0.052722000000000005
VRTX,2024-11-05,2024Q4,0.044368000000000005,0.047959,0.06214700000000001
WYNN,2024-11-05,2024Q4,-0.10993,-0.110219,-0.088315
BEN,2024-11-05,2024Q4,0.066447,0.033842,0.055232
PEG,2024-11-05,2024Q4,0.023263,-0.039019000000000005,0.028206
CEG,2024-11-05,2024Q4,0.039401000000000005,-0.08513799999999999,0.067419
FIS,2024-11-05,2024Q4,-0.036821,-0.030062000000000002,-0.034113
FOXA,2024-11-05,2024Q4,0.056646999999999996,0.08341499999999999,0.038769
MAR,2024-11-05,2024Q4,0.076101,0.060238,0.081173
ZTS,2024-11-05,2024Q4,-0.027867999999999997,-0.065051,-0.0051619999999999965
RVTY,2024-11-05,2024Q4,-2.499999999999898e-05,0.031229000000000007,-0.006980999999999999
L,2024-11-04,2024Q4,-0.010353000000000005,-0.010353000000000005,0.04510099999999999
CPT,2024-11-04,2024Q4,0.037092,0.037092,0.032053
CVX,2024-11-04,2024Q4,0.002136,0.002136,0.029938
LYB,2024-11-04,2024Q4,-0.013471,-0.013471,-0.001347000000000001
PPL,2024-11-04,2024Q4,0.032267000000000004,0.032267000000000004,0.030747000000000003
LNT,2024-11-04,2024Q4,0.006516999999999999,0.006516999999999999,-0.013045999999999999
CHD,2024-11-04,2024Q4,-0.005733999999999998,-0.005733999999999998,-0.014956999999999998
D,2024-11-04,2024Q4,-0.006497000000000003,-0.006497000000000003,-0.032733
ERIE,2024-11-04,2024Q4,-0.015268999999999998,-0.015268999999999998,0.031711
SPG,2024-11-04,2024Q4,0.039441000000000004,0.039441000000000004,0.034675000000000004
VICI,2024-11-04,2024Q4,0.018889999999999997,0.018889999999999997,-0.010429
XOM,2024-11-04,2024Q4,0.034684,0.034684,0.05154
CTRA,2024-11-04,2024Q4,0.026582,0.026582,0.07903299999999999
AES,2024-11-04,2024Q4,0.053627999999999995,0.053627999999999995,-0.031127000000000002
CAH,2024-11-04,2024Q4,-0.025093000000000004,-0.025093000000000004,-0.004181000000000001
CBOE,2024-11-04,2024Q4,0.010202,0.010202,-0.040996000000000005
CHTR,2024-11-04,2024Q4,0.042806,0.042806,0.109567
EMN,2024-11-04,2024Q4,-0.002001000000000001,-0.002001000000000001,0.025462
IR,2024-11-04,2024Q4,0.039364,0.039364,0.093114
TROW,2024-11-04,2024Q4,0.021776,0.021776,0.080774
WAT,2024-11-04,2024Q4,-0.00021,-0.00021,-0.0017430000000000002
AMCR,2024-11-01,2024Q4,-0.07821600000000001,-0.07170870000000001,-0.07821600000000001
AMZN,2024-11-01,2024Q4,0.061807,0.029141300000000002,0.061807
AAPL,2024-11-01,2024Q4,-0.013329,-0.031359700000000004,-0.013329
INTC,2024-11-01,2024Q4,0.07801799999999999,0.04321829999999999,0.07801799999999999
INVH,2024-11-01,2024Q4,-0.000367,-0.0549587,-0.000367
WEC,2024-11-01,2024Q4,0.00037,-0.004658700000000001,0.00037
SO,2024-11-01,2024Q4,-0.027402999999999997,-0.008536699999999998,-0.027402999999999997
UDR,2024-11-01,2024Q4,-0.021143999999999996,-0.052193699999999996,-0.021143999999999996
COP,2024-11-01,2024Q4,-0.015568,0.0483123,-0.015568
PSA,2024-11-01,2024Q4,-0.016458999999999998,-0.0364397,-0.016458999999999998
EQR,2024-11-01,2024Q4,-0.017811999999999998,-0.0660447,-0.017811999999999998
ACGL,2024-11-01,2024Q4,-0.025819999999999996,-0.08822469999999999,-0.025819999999999996
BALL,2024-11-01,2024Q4,-0.0041,-0.0808807,-0.0041
ETN,2024-11-01,2024Q4,0.010265,-0.022315700000000004,0.010265
ETR,2024-11-01,2024Q4,-0.06459200000000001,0.0872233,-0.06459200000000001
PH,2024-11-01,2024Q4,0.001465,0.0173093,0.001465
PRU,2024-11-01,2024Q4,-0.009847,-0.042517700000000005,-0.009847
GWW,2024-11-01,2024Q4,-0.003799,0.0053752999999999995,-0.003799
EME,2024-11-01,2024Q4,,,
CF,2024-11-01,2024Q4,0.022206000000000004,0.027887300000000004,0.022206000000000004
GNRC,2024-11-01,2024Q4,0.020247000000000005,0.022847300000000004,0.020247000000000005
IP,2024-11-01,2024Q4,0.004091999999999999,0.13704630000000004,0.004091999999999999
MAA,2024-11-01,2024Q4,-0.014388,-0.0195337,-0.014388
VTR,2024-11-01,2024Q4,-0.019898999999999997,-0.034612699999999996,-0.019898999999999997
XEL,2024-11-01,2024Q4,-0.001845,0.0579683,-0.001845
CMS,2024-11-01,2024Q4,-0.018867999999999996,-0.025821699999999996,-0.018867999999999996
EL,2024-11-01,2024Q4,-0.034282,-0.155641696,-0.034282
MO,2024-11-01,2024Q4,-0.010883,0.0677113,-0.010883
AWK,2024-11-01,2024Q4,-0.015327,0.002686299999999999,-0.015327
HII,2024-11-01,2024Q4,0.023037000000000002,-0.155641696,0.023037000000000002
IQV,2024-11-01,2024Q4,0.016179000000000002,-0.0309487,0.016179000000000002
LIN,2024-11-01,2024Q4,0.002494,-0.0337667,0.002494
MA,2024-11-01,2024Q4,0.016945,-0.0103247,0.016945
MRK,2024-11-01,2024Q4,-0.0043490000000000004,-0.0281147,-0.0043490000000000004
MET,2024-11-01,2024Q4,7.9e-05,-0.056967699999999996,7.9e-05
NCLH,2024-11-01,2024Q4,-0.018201999999999996,0.04489530000000001,-0.018201999999999996
PWR,2024-11-01,2024Q4,0.006150999999999999,-0.0257597,0.006150999999999999
ALL,2024-11-01,2024Q4,-0.012755,-0.0279907,-0.012755
WTW,2024-11-01,2024Q4,-0.009613,0.0200333,-0.009613
XYL,2024-11-01,2024Q4,-0.019099999999999995,-0.08373469999999998,-0.019099999999999995
AME,2024-11-01,2024Q4,-0.026829999999999996,0.05877830000000002,-0.026829999999999996
CMCSA,2024-11-01,2024Q4,-0.002568,0.0314643,-0.002568
IDXX,2024-11-01,2024Q4,0.025411000000000003,-0.07230869999999999,0.025411000000000003
ICE,2024-11-01,2024Q4,-0.007940000000000001,-0.0717747,-0.007940000000000001
KIM,2024-11-01,2024Q4,0.004587999999999999,-0.007723700000000001,0.004587999999999999
REGN,2024-11-01,2024Q4,0.006392999999999999,-0.0850967,0.006392999999999999
CI,2024-11-01,2024Q4,0.005287999999999999,0.0116023,0.005287999999999999
AFL,2024-11-01,2024Q4,-0.000812,-0.0487757,-0.000812
APTV,2024-11-01,2024Q4,-0.008143000000000001,-0.155641696,-0.008143000000000001
BMY,2024-11-01,2024Q4,-0.026048999999999996,0.0331873,-0.026048999999999996
EG,2024-11-01,2024Q4,-0.013097000000000001,-0.0771027,-0.013097000000000001
UBER,2024-11-01,2024Q4,0.016606000000000003,-0.07612769999999999,0.016606000000000003
COIN,2024-10-31,2024Q4,-0.120739408,-0.155641696,-0.12200872299999999
EBAY,2024-10-31,2024Q4,-0.07118769999999999,-0.07338739999999999,-0.07118769999999999
EQIX,2024-10-31,2024Q4,-0.024003699999999996,-0.019215399999999997,-0.024003699999999996
MSFT,2024-10-31,2024Q4,-0.0505057,-0.0491324,-0.0505057
CHRW,2024-10-31,2024Q4,-0.0719077,-0.056692400000000004,-0.0719077
CTSH,2024-10-31,2024Q4,0.0036253,-0.011837399999999998,0.0036253
DASH,2024-10-31,2024Q4,0.0028322999999999985,0.0031845999999999984,0.0028322999999999985
FRT,2024-10-31,2024Q4,-0.0334167,-0.0209804,-0.0334167
GEN,2024-10-31,2024Q4,0.0530273,0.0456806,0.0530273
GDDY,2024-10-31,2024Q4,0.0116833,0.0132626,0.0116833
KLAC,2024-10-31,2024Q4,-0.0321047,-0.0384374,-0.0321047
META,2024-10-31,2024Q4,-0.041536699999999996,-0.044001399999999996,-0.041536699999999996
MGM,2024-10-31,2024Q4,-0.120739408,-0.13576439999999998,-0.12198169999999998
MPWR,2024-10-31,2024Q4,-0.120739408,-0.155641696,-0.12200872299999999
PAYC,2024-10-31,2024Q4,0.1283357780000003,0.17216524700000002,0.140162946
HOOD,2024-10-31,2024Q4,,,
SBUX,2024-10-31,2024Q4,0.016009299999999997,0.015320599999999998,0.016009299999999997
CLX,2024-10-31,2024Q4,0.0419243,0.0399146,0.0419243
AMGN,2024-10-31,2024Q4,0.0118353,0.0104096,0.0118353
BKNG,2024-10-31,2024Q4,0.0632733,0.0715226,0.0632733
ESS,2024-10-31,2024Q4,-0.0586977,-0.07344439999999999,-0.0586977
EXR,2024-10-31,2024Q4,-0.0218997,-0.027182400000000002,-0.0218997
FTV,2024-10-31,2024Q4,-0.0102857,-0.0439014,-0.0102857
NI,2024-10-31,2024Q4,-0.010529699999999998,0.010128600000000001,-0.010529699999999998
OKE,2024-10-31,2024Q4,-0.018498699999999996,-0.012084399999999999,-0.018498699999999996
VMC,2024-10-31,2024Q4,-0.0211197,0.04317560000000001,-0.0211197
GRMN,2024-10-31,2024Q4,-0.0327887,0.17216524700000002,-0.0327887
IEX,2024-10-31,2024Q4,-0.0115967,0.06082860000000001,-0.0115967
BXP,2024-10-31,2024Q4,-0.043713699999999994,-0.0835954,-0.043713699999999994
LLY,2024-10-31,2024Q4,-0.033079700000000004,-0.0958554,-0.033079700000000004
EQT,2024-10-31,2024Q4,-0.07768069999999999,-0.0438794,-0.07768069999999999
EXC,2024-10-31,2024Q4,-0.0392087,-0.0353854,-0.0392087
ITW,2024-10-31,2024Q4,-0.004509700000000002,0.027898599999999996,-0.004509700000000002
MLM,2024-10-31,2024Q4,-0.0411497,-0.005204399999999998,-0.0411497
TT,2024-10-31,2024Q4,0.0020373000000000006,-0.0365154,0.0020373000000000006
ABBV,2024-10-31,2024Q4,0.010321299999999999,0.07395660000000001,0.010321299999999999
TECH,2024-10-31,2024Q4,-0.008578699999999995,0.06609160000000001,-0.008578699999999995
EXE,2024-10-31,2024Q4,-0.057252700000000004,-0.022578400000000005,-0.057252700000000004
FE,2024-10-31,2024Q4,-0.010324700000000001,-0.025704400000000002,-0.010324700000000001
HUM,2024-10-31,2024Q4,-0.0205797,0.012619599999999995,-0.0205797
KHC,2024-10-31,2024Q4,-0.006978700000000001,-0.0376954,-0.006978700000000001
ADP,2024-10-31,2024Q4,-0.0156267,0.0011776000000000013,-0.0156267
BIIB,2024-10-31,2024Q4,-0.0407067,-0.0531584,-0.0407067
CAT,2024-10-31,2024Q4,0.0012302999999999984,-0.020080399999999998,0.0012302999999999984
CDW,2024-10-31,2024Q4,-0.0340887,-0.1470184,-0.0340887
CB,2024-10-31,2024Q4,-0.021910699999999998,-0.0342764,-0.021910699999999998
GEHC,2024-10-31,2024Q4,-0.0027297000000000003,0.0199346,-0.0027297000000000003
OTIS,2024-10-31,2024Q4,0.0119423,-0.0185094,0.0119423
TEL,2024-10-31,2024Q4,-0.011023699999999997,-0.016562399999999994,-0.011023699999999997
VRSK,2024-10-31,2024Q4,-0.00040669999999999986,0.045062599999999994,-0.00040669999999999986
ZBH,2024-10-31,2024Q4,-0.0229157,0.03419959999999999,-0.0229157
BG,2024-10-31,2024Q4,-0.0379637,-0.0604744,-0.0379637
DAY,2024-10-31,2024Q4,0.0728673,0.14576960000000003,0.0728673
GPN,2024-10-31,2024Q4,0.0108463,0.0540866,0.0108463
SW,2024-10-31,2024Q4,0.027912299999999998,0.14782660000000003,0.027912299999999998
KHC,2024-10-30,2024Q4,-0.0385434,-0.0479541,-0.0376954
AMD,2024-10-30,2024Q4,-0.120739408,-0.09687609999999999,-0.12200872299999999
DVA,2024-10-30,2024Q4,-0.11772839999999998,-0.10972209999999999,-0.10504539999999998
EA,2024-10-30,2024Q4,0.0358476,0.045818899999999996,0.0385166
MDLZ,2024-10-30,2024Q4,-0.0093074,-0.0149321,-0.0089184
RSG,2024-10-30,2024Q4,-0.0307854,-0.011393100000000001,-0.0279054
V,2024-10-30,2024Q4,0.0285146,0.020369900000000003,0.031535600000000004
GOOGL,2024-10-30,2024Q4,0.009177600000000001,0.026914899999999995,0.010180600000000001
CMG,2024-10-30,2024Q4,-0.07776439999999998,-0.07959609999999999,-0.027248399999999985
EIX,2024-10-30,2024Q4,-0.0086794,-0.024558100000000003,-0.0241414
FSLR,2024-10-30,2024Q4,-0.0259504,-0.0521101,0.0277846
SYK,2024-10-30,2024Q4,-0.007153400000000001,0.0012569000000000018,0.0233076
ECL,2024-10-30,2024Q4,-0.0315594,-0.0420651,-0.036329400000000005
PSX,2024-10-30,2024Q4,-0.0115744,-0.05519410000000001,-0.026481400000000002
MSCI,2024-10-30,2024Q4,-0.0130804,-0.040547099999999996,-0.0013124000000000018
REG,2024-10-30,2024Q4,-0.0133944,-0.003934099999999999,-0.0137234
HUBB,2024-10-30,2024Q4,-0.0297394,-0.0509941,-0.0329034
PFE,2024-10-30,2024Q4,-0.005397400000000001,-0.019274100000000002,-0.012866400000000002
RCL,2024-10-30,2024Q4,-0.017720399999999997,0.014593899999999996,-0.038559399999999994
SYY,2024-10-30,2024Q4,0.0107156,-0.0016840999999999991,0.0117336
WM,2024-10-30,2024Q4,-0.014575399999999999,0.037505899999999995,-0.0232414
WELL,2024-10-30,2024Q4,-0.0174944,0.034337900000000005,-0.0294804
AMT,2024-10-30,2024Q4,0.0031666000000000003,-0.0387451,-0.007559400000000001
GLW,2024-10-30,2024Q4,-0.029350400000000002,0.017387899999999994,-0.0132194
DHI,2024-10-30,2024Q4,0.0102696,-0.062150099999999986,0.0021735999999999995
MCD,2024-10-30,2024Q4,-0.009564399999999999,-0.0156121,0.0009986000000000005
ZBRA,2024-10-30,2024Q4,-0.006846400000000001,0.051170900000000005,9.45999999999985e-05
BRO,2024-10-30,2024Q4,-0.0035144000000000017,0.012820899999999996,-0.008055400000000002
INCY,2024-10-30,2024Q4,0.007262599999999999,0.1276599,0.034331600000000004
LDOS,2024-10-30,2024Q4,-0.0143274,0.08068890000000001,-0.0154134
MAS,2024-10-30,2024Q4,-0.0169524,-0.021621099999999997,-0.0136224
PYPL,2024-10-30,2024Q4,-0.0116444,-0.05125910000000001,-0.03754439999999999
SWK,2024-10-30,2024Q4,-0.009911399999999999,-0.09766609999999998,-0.005226399999999999
CDNS,2024-10-29,2024Q4,0.1283357780000003,0.12720990000000001,0.09717190000000003
F,2024-10-29,2024Q4,-0.07865539999999999,-0.05159509999999999,-0.09566909999999998
SBAC,2024-10-29,2024Q4,-0.033559399999999996,-0.0412501,-0.043774099999999996
FFIV,2024-10-29,2024Q4,0.0948856,0.1017169,0.07384589999999999
ON,2024-10-29,2024Q4,0.0197426,0.0335979,-0.022725100000000005
